base_name,original_filename,img_h,img_w,ssim_whole,ssim_edit_region,edit_region_pct,ssim_level,ssim_tier
000a9251-d10b-4dc5-80ba-0d79fa2f0328_0,000a9251-d10b-4dc5-80ba-0d79fa2f0328.jpg_0.jpg,512,415,0.9963,0.97183,10.33,⚠️  MILD,mild
000b47e1-70cf-4093-b925-23cdfd6d2d5c_0,000b47e1-70cf-4093-b925-23cdfd6d2d5c_0.jpg,512,386,0.99435,0.93793,8.43,⚠️  MILD,mild
00155c5d-d32a-4327-b69b-b5f93cece042_0,00155c5d-d32a-4327-b69b-b5f93cece042_0.jpg,512,405,0.99522,0.94851,8.5,⚠️  MILD,mild
002c0d39-1a4e-4ad9-8185-21efbf5a71ba_0,002c0d39-1a4e-4ad9-8185-21efbf5a71ba_0.jpg,512,353,0.99536,0.95804,10.11,⚠️  MILD,mild
00311a61-a8e9-4f4c-9785-4a9b47a19ba1_0,00311a61-a8e9-4f4c-9785-4a9b47a19ba1.jpg_0.jpg,512,412,0.99464,0.91815,5.47,🔶 MODERATE,moderate
003be1cf-8639-40c2-b11f-bd959945bb41_1,003be1cf-8639-40c2-b11f-bd959945bb41_1.jpg,512,388,0.98957,0.90896,10.88,🔶 MODERATE,moderate
003d539d-9e13-403e-a2bb-bcafaf8483df_0,003d539d-9e13-403e-a2bb-bcafaf8483df.jpg_0.jpg,512,375,0.9919,0.91095,8.17,🔶 MODERATE,moderate
004494,004494.jpg,512,512,0.99177,0.93237,10.05,⚠️  MILD,mild
004496,004496.jpg,512,512,0.98676,0.89534,10.79,🔶 MODERATE,moderate
004499,004499.jpg,512,512,0.99481,0.97203,12.37,⚠️  MILD,mild
004501,004501.jpg,512,512,0.9869,0.91267,12.54,🔶 MODERATE,moderate
004503,004503.jpg,512,512,0.99523,0.95945,9.87,⚠️  MILD,mild
004504,004504.jpg,512,512,0.99605,0.9631,8.46,⚠️  MILD,mild
004505,004505.jpg,512,512,0.99672,0.97711,10.7,⚠️  MILD,mild
004506,004506.jpg,512,512,0.99127,0.93857,11.63,⚠️  MILD,mild
004508,004508.jpg,512,512,0.99312,0.94532,9.87,⚠️  MILD,mild
004511,004511.jpg,512,512,0.99719,0.97521,7.27,⚠️  MILD,mild
004512,004512.jpg,512,512,0.9967,0.97302,8.98,⚠️  MILD,mild
004514,004514.jpg,512,512,0.99334,0.94026,9.5,⚠️  MILD,mild
004515,004515.jpg,512,512,0.98912,0.91457,10.74,🔶 MODERATE,moderate
004516,004516.jpg,512,512,0.9969,0.97789,9.78,⚠️  MILD,mild
004518,004518.jpg,512,512,0.99549,0.96776,10.9,⚠️  MILD,mild
004520,004520.jpg,512,512,0.99595,0.962,8.33,⚠️  MILD,mild
004521,004521.jpg,512,512,0.99511,0.95698,9.46,⚠️  MILD,mild
004522,004522.jpg,512,512,0.99694,0.97434,9.41,⚠️  MILD,mild
004525,004525.jpg,512,512,0.99357,0.95066,10.97,⚠️  MILD,mild
004527,004527.jpg,512,512,0.99748,0.98208,8.47,✅ NEGLIGIBLE,negligible
004528,004528.jpg,512,512,0.99454,0.95687,10.66,⚠️  MILD,mild
004534,004534.jpg,512,512,0.99337,0.93837,9.21,⚠️  MILD,mild
004535,004535.jpg,512,512,0.99509,0.95868,9.44,⚠️  MILD,mild
004538,004538.jpg,512,512,0.98866,0.90305,9.77,🔶 MODERATE,moderate
004540,004540.jpg,512,512,0.991,0.94744,14.94,⚠️  MILD,mild
004541,004541.jpg,512,512,0.98779,0.91079,11.36,🔶 MODERATE,moderate
004542,004542.jpg,512,512,0.99444,0.95374,9.97,⚠️  MILD,mild
004543,004543.jpg,512,512,0.99579,0.96383,9.37,⚠️  MILD,mild
004545,004545.jpg,512,512,0.99783,0.98262,8.39,✅ NEGLIGIBLE,negligible
004547,004547.jpg,512,512,0.99544,0.96426,10.83,⚠️  MILD,mild
004549,004549.jpg,512,512,0.9929,0.94252,9.2,⚠️  MILD,mild
004550,004550.jpg,512,512,0.99001,0.91641,10.85,🔶 MODERATE,moderate
004551,004551.jpg,512,512,0.99412,0.95755,11.33,⚠️  MILD,mild
004552,004552.jpg,512,512,0.99172,0.93186,10.31,⚠️  MILD,mild
004553,004553.jpg,512,512,0.99496,0.95471,9.22,⚠️  MILD,mild
004555,004555.jpg,512,512,0.99462,0.95025,9.02,⚠️  MILD,mild
004556,004556.jpg,512,512,0.9947,0.96,9.67,⚠️  MILD,mild
004557,004557.jpg,512,512,0.99357,0.95817,11.71,⚠️  MILD,mild
004559,004559.jpg,512,512,0.99391,0.95115,10.18,⚠️  MILD,mild
004562,004562.jpg,512,512,0.99223,0.93548,10.67,⚠️  MILD,mild
004563,004563.jpg,512,512,0.99448,0.95138,9.36,⚠️  MILD,mild
004564,004564.jpg,512,512,0.9954,0.96164,9.77,⚠️  MILD,mild
004567,004567.jpg,512,512,0.995,0.96208,10.21,⚠️  MILD,mild
004570,004570.jpg,512,512,0.99376,0.95649,10.17,⚠️  MILD,mild
004572,004572.jpg,512,512,0.99593,0.96736,9.8,⚠️  MILD,mild
004573,004573.jpg,512,512,0.99288,0.9426,10.63,⚠️  MILD,mild
004575,004575.jpg,512,512,0.99219,0.93913,10.87,⚠️  MILD,mild
004576,004576.jpg,512,512,0.99454,0.96591,13.01,⚠️  MILD,mild
004580,004580.jpg,512,512,0.98892,0.9087,10.94,🔶 MODERATE,moderate
004584,004584.jpg,512,512,0.99712,0.9797,9.85,⚠️  MILD,mild
004586,004586.jpg,512,512,0.99277,0.94451,11.31,⚠️  MILD,mild
004589,004589.jpg,512,512,0.98992,0.9151,10.41,🔶 MODERATE,moderate
004591,004591.jpg,512,512,0.99125,0.94122,12.02,⚠️  MILD,mild
004593,004593.jpg,512,512,0.99479,0.96158,10.66,⚠️  MILD,mild
004594,004594.jpg,512,512,0.9953,0.95829,9.18,⚠️  MILD,mild
004595,004595.jpg,512,512,0.99599,0.96653,9.65,⚠️  MILD,mild
004598,004598.jpg,512,512,0.99734,0.97846,8.75,⚠️  MILD,mild
004599,004599.jpg,512,512,0.99869,0.98758,5.97,✅ NEGLIGIBLE,negligible
004602,004602.jpg,512,512,0.99783,0.97879,6.91,⚠️  MILD,mild
004604,004604.jpg,512,512,0.98788,0.91883,12.08,🔶 MODERATE,moderate
004606,004606.jpg,512,512,0.99583,0.96746,10.05,⚠️  MILD,mild
004607,004607.jpg,512,512,0.99477,0.96749,13.34,⚠️  MILD,mild
004608,004608.jpg,512,512,0.99221,0.93667,10.71,⚠️  MILD,mild
004609,004609.jpg,512,512,0.99444,0.95214,9.85,⚠️  MILD,mild
004612,004612.jpg,512,512,0.99345,0.95135,11.89,⚠️  MILD,mild
004614,004614.jpg,512,512,0.99601,0.96861,9.51,⚠️  MILD,mild
004616,004616.jpg,512,512,0.99726,0.9768,7.71,⚠️  MILD,mild
004617,004617.jpg,512,512,0.99609,0.96892,9.35,⚠️  MILD,mild
004619,004619.jpg,512,512,0.99429,0.95168,10.0,⚠️  MILD,mild
004620,004620.jpg,512,512,0.99633,0.9725,9.72,⚠️  MILD,mild
004621,004621.jpg,512,512,0.98855,0.916,11.59,🔶 MODERATE,moderate
004622,004622.jpg,512,512,0.9949,0.96091,10.82,⚠️  MILD,mild
004623,004623.jpg,512,512,0.99377,0.94784,9.91,⚠️  MILD,mild
004629,004629.jpg,512,512,0.9945,0.95821,10.77,⚠️  MILD,mild
004631,004631.jpg,512,512,0.99169,0.92214,9.51,⚠️  MILD,mild
004632,004632.jpg,512,512,0.99462,0.95594,9.99,⚠️  MILD,mild
004633,004633.jpg,512,512,0.99454,0.95955,11.11,⚠️  MILD,mild
004634,004634.jpg,512,512,0.99398,0.96157,11.66,⚠️  MILD,mild
004636,004636.jpg,512,512,0.99538,0.96771,11.63,⚠️  MILD,mild
004637,004637.jpg,512,512,0.99489,0.95868,9.0,⚠️  MILD,mild
004638,004638.jpg,512,512,0.99686,0.9747,9.65,⚠️  MILD,mild
004639,004639.jpg,512,512,0.99294,0.94923,12.09,⚠️  MILD,mild
004641,004641.jpg,512,512,0.98834,0.91914,12.07,🔶 MODERATE,moderate
004642,004642.jpg,512,512,0.99639,0.96951,8.42,⚠️  MILD,mild
004643,004643.jpg,512,512,0.99413,0.95623,11.11,⚠️  MILD,mild
004645,004645.jpg,512,512,0.99814,0.9862,8.43,✅ NEGLIGIBLE,negligible
004646,004646.jpg,512,512,0.99003,0.93597,13.95,⚠️  MILD,mild
004647,004647.jpg,512,512,0.99602,0.96221,8.34,⚠️  MILD,mild
004648,004648.jpg,512,512,0.99326,0.95507,12.79,⚠️  MILD,mild
004649,004649.jpg,512,512,0.99527,0.96283,10.41,⚠️  MILD,mild
004650,004650.jpg,512,512,0.99529,0.96261,8.83,⚠️  MILD,mild
004651,004651.jpg,512,512,0.9885,0.90518,10.97,🔶 MODERATE,moderate
004652,004652.jpg,512,512,0.99674,0.9755,10.25,⚠️  MILD,mild
004653,004653.jpg,512,512,0.99663,0.9746,10.44,⚠️  MILD,mild
004656,004656.jpg,512,512,0.99552,0.96321,9.39,⚠️  MILD,mild
004657,004657.jpg,512,512,0.99871,1.0,0.0,✅ NEGLIGIBLE,negligible
004658,004658.jpg,512,512,0.99497,0.95676,9.81,⚠️  MILD,mild
004660,004660.jpg,512,512,0.99335,0.94709,10.82,⚠️  MILD,mild
004662,004662.jpg,512,512,0.99567,0.9672,10.67,⚠️  MILD,mild
004665,004665.jpg,512,512,0.99444,0.95687,11.25,⚠️  MILD,mild
004667,004667.jpg,512,512,0.99547,0.96499,10.49,⚠️  MILD,mild
004668,004668.jpg,512,512,0.99515,0.95779,9.83,⚠️  MILD,mild
004669,004669.jpg,512,512,0.99809,0.98483,8.53,✅ NEGLIGIBLE,negligible
004670,004670.jpg,512,512,0.98956,0.89833,8.95,🔶 MODERATE,moderate
004671,004671.jpg,512,512,0.99037,0.93527,12.19,⚠️  MILD,mild
004673,004673.jpg,512,512,0.9939,0.95192,10.65,⚠️  MILD,mild
004674,004674.jpg,512,512,0.99596,0.96878,9.97,⚠️  MILD,mild
004675,004675.jpg,512,512,0.99517,0.97259,12.41,⚠️  MILD,mild
004676,004676.jpg,512,512,0.9948,0.96244,11.22,⚠️  MILD,mild
004678,004678.jpg,512,512,0.9899,0.92386,11.97,⚠️  MILD,mild
004679,004679.jpg,512,512,0.9969,0.97848,10.04,⚠️  MILD,mild
004680,004680.jpg,512,512,0.99334,0.95087,11.62,⚠️  MILD,mild
004682,004682.jpg,512,512,0.99108,0.93191,11.32,⚠️  MILD,mild
004683,004683.jpg,512,512,0.99416,0.95849,11.89,⚠️  MILD,mild
004684,004684.jpg,512,512,0.99476,0.96003,10.61,⚠️  MILD,mild
004686,004686.jpg,512,512,0.99378,0.94702,9.91,⚠️  MILD,mild
004688,004688.jpg,512,512,0.99598,0.9735,11.75,⚠️  MILD,mild
004689,004689.jpg,512,512,0.99581,0.96017,7.84,⚠️  MILD,mild
004691,004691.jpg,512,512,0.99718,0.97459,8.11,⚠️  MILD,mild
004692,004692.jpg,512,512,0.99697,0.97961,10.54,⚠️  MILD,mild
004693,004693.jpg,512,512,0.9939,0.9492,10.24,⚠️  MILD,mild
004696,004696.jpg,512,512,0.99539,0.95974,9.4,⚠️  MILD,mild
004697,004697.jpg,512,512,0.99202,0.93397,10.58,⚠️  MILD,mild
004698,004698.jpg,512,512,0.99046,0.91556,10.12,🔶 MODERATE,moderate
004700,004700.jpg,512,512,0.99484,0.96446,11.77,⚠️  MILD,mild
004701,004701.jpg,512,512,0.99443,0.95021,9.38,⚠️  MILD,mild
004703,004703.jpg,512,512,0.99156,0.9495,12.36,⚠️  MILD,mild
004705,004705.jpg,512,512,0.99777,0.98565,9.32,✅ NEGLIGIBLE,negligible
004706,004706.jpg,512,512,0.98961,0.93426,14.17,⚠️  MILD,mild
004708,004708.jpg,512,512,0.99429,0.95942,9.77,⚠️  MILD,mild
004709,004709.jpg,512,512,0.99457,0.96014,11.48,⚠️  MILD,mild
004710,004710.jpg,512,512,0.99534,0.96182,9.41,⚠️  MILD,mild
004711,004711.jpg,512,512,0.99547,0.96025,8.64,⚠️  MILD,mild
004716,004716.jpg,512,512,0.99275,0.94999,12.45,⚠️  MILD,mild
004717,004717.jpg,512,512,0.99179,0.9351,11.25,⚠️  MILD,mild
004718,004718.jpg,512,512,0.99706,0.98,6.65,✅ NEGLIGIBLE,negligible
004719,004719.jpg,512,512,0.99798,0.98409,7.57,✅ NEGLIGIBLE,negligible
004720,004720.jpg,512,512,0.99178,0.93409,11.1,⚠️  MILD,mild
004721,004721.jpg,512,512,0.99679,0.97905,11.38,⚠️  MILD,mild
004722,004722.jpg,512,512,0.99048,0.93804,12.4,⚠️  MILD,mild
004723,004723.jpg,512,512,0.98945,0.92722,11.7,⚠️  MILD,mild
004724,004724.jpg,512,512,0.99074,0.93859,11.91,⚠️  MILD,mild
004728,004728.jpg,512,512,0.99019,0.92975,12.52,⚠️  MILD,mild
004730,004730.jpg,512,512,0.99642,0.97405,10.6,⚠️  MILD,mild
004731,004731.jpg,512,512,0.99201,0.94204,12.09,⚠️  MILD,mild
004732,004732.jpg,512,512,0.99791,0.98476,7.92,✅ NEGLIGIBLE,negligible
004733,004733.jpg,512,512,0.99342,0.95048,11.09,⚠️  MILD,mild
004734,004734.jpg,512,512,0.9945,0.95354,9.86,⚠️  MILD,mild
004735,004735.jpg,512,512,0.99435,0.95931,9.61,⚠️  MILD,mild
004736,004736.jpg,512,512,0.99068,0.90817,9.13,🔶 MODERATE,moderate
004737,004737.jpg,512,512,0.9948,0.95943,10.56,⚠️  MILD,mild
004738,004738.jpg,512,512,0.99618,0.97192,11.04,⚠️  MILD,mild
004740,004740.jpg,512,512,0.9994,1.0,0.0,✅ NEGLIGIBLE,negligible
004741,004741.jpg,512,512,0.99596,0.96801,10.02,⚠️  MILD,mild
004743,004743.jpg,512,512,0.99649,0.97082,9.03,⚠️  MILD,mild
004744,004744.jpg,512,512,0.99045,0.91741,10.28,🔶 MODERATE,moderate
004747,004747.jpg,512,512,0.99524,0.96004,9.95,⚠️  MILD,mild
004748,004748.jpg,512,512,0.99281,0.94364,11.04,⚠️  MILD,mild
004749,004749.jpg,512,512,0.99766,0.9825,8.96,✅ NEGLIGIBLE,negligible
004750,004750.jpg,512,512,0.9978,0.98175,7.88,✅ NEGLIGIBLE,negligible
004751,004751.jpg,512,512,0.9916,0.92623,10.0,⚠️  MILD,mild
004752,004752.jpg,512,512,0.99619,0.96256,8.18,⚠️  MILD,mild
004753,004753.jpg,512,512,0.99591,0.96488,9.46,⚠️  MILD,mild
004754,004754.jpg,512,512,0.99731,0.97998,10.26,⚠️  MILD,mild
004755,004755.jpg,512,512,0.99176,0.94107,12.08,⚠️  MILD,mild
004756,004756.jpg,512,512,0.99197,0.93738,11.09,⚠️  MILD,mild
004758,004758.jpg,512,512,0.99478,0.96162,10.58,⚠️  MILD,mild
004759,004759.jpg,512,512,0.99487,0.95675,9.91,⚠️  MILD,mild
004760,004760.jpg,512,512,0.98867,0.90003,10.2,🔶 MODERATE,moderate
004761,004761.jpg,512,512,0.99334,0.9344,8.92,⚠️  MILD,mild
004763,004763.jpg,512,512,0.99451,0.95566,10.32,⚠️  MILD,mild
004765,004765.jpg,512,512,0.9928,0.92919,8.72,⚠️  MILD,mild
004766,004766.jpg,512,512,0.99621,0.97098,10.15,⚠️  MILD,mild
004767,004767.jpg,512,512,0.99031,0.93086,12.41,⚠️  MILD,mild
004768,004768.jpg,512,512,0.99674,0.97236,9.28,⚠️  MILD,mild
004769,004769.jpg,512,512,0.99484,0.95792,9.96,⚠️  MILD,mild
004770,004770.jpg,512,512,0.99678,0.97293,9.35,⚠️  MILD,mild
004772,004772.jpg,512,512,0.99496,0.96185,9.74,⚠️  MILD,mild
004773,004773.jpg,512,512,0.99495,0.96451,11.34,⚠️  MILD,mild
004774,004774.jpg,512,512,0.99065,0.93243,11.28,⚠️  MILD,mild
004780,004780.jpg,512,512,0.99374,0.94673,9.88,⚠️  MILD,mild
004781,004781.jpg,512,512,0.99563,0.96338,9.14,⚠️  MILD,mild
004784,004784.jpg,512,512,0.99058,0.93347,11.2,⚠️  MILD,mild
004788,004788.jpg,512,512,0.99594,0.96768,10.05,⚠️  MILD,mild
004789,004789.jpg,512,512,0.9952,0.97078,12.76,⚠️  MILD,mild
004791,004791.jpg,512,512,0.99285,0.95252,11.01,⚠️  MILD,mild
004793,004793.jpg,512,512,0.98946,0.91291,10.89,🔶 MODERATE,moderate
004794,004794.jpg,512,512,0.99063,0.91829,10.36,🔶 MODERATE,moderate
004795,004795.jpg,512,512,0.99098,0.92533,10.57,⚠️  MILD,mild
004798,004798.jpg,512,512,0.9908,0.91943,10.25,🔶 MODERATE,moderate
004799,004799.jpg,512,512,0.99716,0.97892,10.07,⚠️  MILD,mild
004801,004801.jpg,512,512,0.997,0.97067,8.07,⚠️  MILD,mild
004802,004802.jpg,512,512,0.99513,0.96508,10.38,⚠️  MILD,mild
004803,004803.jpg,512,512,0.98684,0.90307,11.56,🔶 MODERATE,moderate
004804,004804.jpg,512,512,0.99901,1.0,0.0,✅ NEGLIGIBLE,negligible
004805,004805.jpg,512,512,0.99869,1.0,0.0,✅ NEGLIGIBLE,negligible
004807,004807.jpg,512,512,0.99359,0.94797,10.23,⚠️  MILD,mild
004808,004808.jpg,512,512,0.99176,0.93927,10.37,⚠️  MILD,mild
004810,004810.jpg,512,512,0.99217,0.93646,10.59,⚠️  MILD,mild
004811,004811.jpg,512,512,0.99317,0.9493,11.79,⚠️  MILD,mild
004813,004813.jpg,512,512,0.9897,0.90885,10.22,🔶 MODERATE,moderate
004815,004815.jpg,512,512,0.99293,0.94386,9.66,⚠️  MILD,mild
004817,004817.jpg,512,512,0.99427,0.94951,9.63,⚠️  MILD,mild
004819,004819.jpg,512,512,0.98913,0.92304,12.7,⚠️  MILD,mild
004820,004820.jpg,512,512,0.99336,0.95738,9.97,⚠️  MILD,mild
004821,004821.jpg,512,512,0.99327,0.95216,10.73,⚠️  MILD,mild
004822,004822.jpg,512,512,0.99675,0.97477,10.32,⚠️  MILD,mild
004825,004825.jpg,512,512,0.99635,0.97234,10.39,⚠️  MILD,mild
004826,004826.jpg,512,512,0.99578,0.97216,9.58,⚠️  MILD,mild
004829,004829.jpg,512,512,0.99592,0.96747,10.53,⚠️  MILD,mild
004832,004832.jpg,512,512,0.98455,0.8805,11.19,🔶 MODERATE,moderate
004833,004833.jpg,512,512,0.99045,0.93109,11.01,⚠️  MILD,mild
004834,004834.jpg,512,512,0.99699,0.97522,9.01,⚠️  MILD,mild
004835,004835.jpg,512,512,0.99258,0.94744,12.04,⚠️  MILD,mild
004836,004836.jpg,512,512,0.99276,0.94868,10.85,⚠️  MILD,mild
004837,004837.jpg,512,512,0.99054,0.91687,10.05,🔶 MODERATE,moderate
004838,004838.jpg,512,512,0.99243,0.93166,9.78,⚠️  MILD,mild
004839,004839.jpg,512,512,0.9963,0.96943,9.22,⚠️  MILD,mild
004840,004840.jpg,512,512,0.98878,0.92683,12.66,⚠️  MILD,mild
004842,004842.jpg,512,512,0.99056,0.93581,12.69,⚠️  MILD,mild
004843,004843.jpg,512,512,0.99047,0.928,10.41,⚠️  MILD,mild
004844,004844.jpg,512,512,0.98751,0.89657,10.88,🔶 MODERATE,moderate
004846,004846.jpg,512,512,0.99219,0.94318,10.43,⚠️  MILD,mild
004850,004850.jpg,512,512,0.98628,0.90982,13.97,🔶 MODERATE,moderate
004852,004852.jpg,512,512,0.99597,0.96925,10.25,⚠️  MILD,mild
004855,004855.jpg,512,512,0.994,0.95638,9.74,⚠️  MILD,mild
004856,004856.jpg,512,512,0.99456,0.95883,11.52,⚠️  MILD,mild
004860,004860.jpg,512,512,0.99551,0.96572,10.88,⚠️  MILD,mild
004862,004862.jpg,512,512,0.99299,0.95455,12.64,⚠️  MILD,mild
004863,004863.jpg,512,512,0.99404,0.95025,10.43,⚠️  MILD,mild
004865,004865.jpg,512,512,0.99217,0.93326,10.26,⚠️  MILD,mild
004867,004867.jpg,512,512,0.99129,0.92661,10.47,⚠️  MILD,mild
004868,004868.jpg,512,512,0.99038,0.92474,11.45,⚠️  MILD,mild
004870,004870.jpg,512,512,0.99278,0.9378,10.07,⚠️  MILD,mild
004873,004873.jpg,512,512,0.99697,0.97939,10.56,⚠️  MILD,mild
004874,004874.jpg,512,512,0.99518,0.95919,9.55,⚠️  MILD,mild
004875,004875.jpg,512,512,0.99372,0.94945,10.2,⚠️  MILD,mild
004876,004876.jpg,512,512,0.99705,0.97724,8.84,⚠️  MILD,mild
004877,004877.jpg,512,512,0.99156,0.94202,11.19,⚠️  MILD,mild
004878,004878.jpg,512,512,0.99353,0.95677,12.57,⚠️  MILD,mild
004882,004882.jpg,512,512,0.99445,0.96004,11.36,⚠️  MILD,mild
004883,004883.jpg,512,512,0.99732,0.978,8.8,⚠️  MILD,mild
004884,004884.jpg,512,512,0.99605,0.96895,10.45,⚠️  MILD,mild
004885,004885.jpg,512,512,0.99141,0.93328,11.38,⚠️  MILD,mild
004888,004888.jpg,512,512,0.99491,0.96196,10.42,⚠️  MILD,mild
004889,004889.jpg,512,512,0.98905,0.90372,10.4,🔶 MODERATE,moderate
004890,004890.jpg,512,512,0.99028,0.92562,10.06,⚠️  MILD,mild
004891,004891.jpg,512,512,0.99221,0.94162,11.56,⚠️  MILD,mild
004892,004892.jpg,512,512,0.9918,0.93212,10.47,⚠️  MILD,mild
004893,004893.jpg,512,512,0.99308,0.94387,10.36,⚠️  MILD,mild
004895,004895.jpg,512,512,0.99492,0.96006,10.33,⚠️  MILD,mild
004896,004896.jpg,512,512,0.99006,0.93499,12.73,⚠️  MILD,mild
004897,004897.jpg,512,512,0.99426,0.95298,9.7,⚠️  MILD,mild
004899,004899.jpg,512,512,0.99408,0.94635,9.23,⚠️  MILD,mild
004901,004901.jpg,512,512,0.99528,0.9645,10.71,⚠️  MILD,mild
004902,004902.jpg,512,512,0.99035,0.93123,12.55,⚠️  MILD,mild
004904,004904.jpg,512,512,0.9934,0.94467,10.23,⚠️  MILD,mild
004905,004905.jpg,512,512,0.99193,0.93878,11.39,⚠️  MILD,mild
004907,004907.jpg,512,512,0.9951,0.96984,13.61,⚠️  MILD,mild
004908,004908.jpg,512,512,0.99459,0.96211,11.99,⚠️  MILD,mild
004910,004910.jpg,512,512,0.99647,0.97184,9.82,⚠️  MILD,mild
004911,004911.jpg,512,512,0.99412,0.95475,10.9,⚠️  MILD,mild
004913,004913.jpg,512,512,0.99468,0.96183,9.82,⚠️  MILD,mild
004914,004914.jpg,512,512,0.99215,0.92415,9.05,⚠️  MILD,mild
004916,004916.jpg,512,512,0.9949,0.95203,8.7,⚠️  MILD,mild
004917,004917.jpg,512,512,0.99268,0.93221,9.41,⚠️  MILD,mild
004919,004919.jpg,512,512,0.994,0.95114,10.08,⚠️  MILD,mild
004920,004920.jpg,512,512,0.99184,0.92884,10.45,⚠️  MILD,mild
004922,004922.jpg,512,512,0.99563,0.9682,11.01,⚠️  MILD,mild
004923,004923.jpg,512,512,0.98707,0.8964,11.52,🔶 MODERATE,moderate
004924,004924.jpg,512,512,0.99535,0.96347,9.98,⚠️  MILD,mild
004926,004926.jpg,512,512,0.99615,0.96778,8.99,⚠️  MILD,mild
004927,004927.jpg,512,512,0.9952,0.96595,11.03,⚠️  MILD,mild
004930,004930.jpg,512,512,0.98869,0.92026,12.79,⚠️  MILD,mild
004931,004931.jpg,512,512,0.99358,0.94258,9.55,⚠️  MILD,mild
004932,004932.jpg,512,512,0.99651,0.97259,9.45,⚠️  MILD,mild
004933,004933.jpg,512,512,0.99328,0.9502,11.86,⚠️  MILD,mild
004934,004934.jpg,512,512,0.99,0.90729,9.5,🔶 MODERATE,moderate
004935,004935.jpg,512,512,0.99355,0.94474,9.93,⚠️  MILD,mild
004940,004940.jpg,512,512,0.99637,0.97293,9.35,⚠️  MILD,mild
004942,004942.jpg,512,512,0.99671,0.97404,9.82,⚠️  MILD,mild
004945,004945.jpg,512,512,0.98885,0.91127,11.27,🔶 MODERATE,moderate
004946,004946.jpg,512,512,0.99691,0.97937,9.99,⚠️  MILD,mild
004947,004947.jpg,512,512,0.99433,0.95408,10.41,⚠️  MILD,mild
004948,004948.jpg,512,512,0.99636,0.97142,9.88,⚠️  MILD,mild
004952,004952.jpg,512,512,0.99678,0.97683,9.97,⚠️  MILD,mild
004953,004953.jpg,512,512,0.99463,0.96279,9.9,⚠️  MILD,mild
004956,004956.jpg,512,512,0.99068,0.92636,11.2,⚠️  MILD,mild
004957,004957.jpg,512,512,0.99394,0.96148,11.29,⚠️  MILD,mild
004958,004958.jpg,512,512,0.9948,0.96116,10.86,⚠️  MILD,mild
004961,004961.jpg,512,512,0.9917,0.94172,11.56,⚠️  MILD,mild
004962,004962.jpg,512,512,0.9938,0.9528,10.74,⚠️  MILD,mild
004965,004965.jpg,512,512,0.9955,0.96249,9.88,⚠️  MILD,mild
004966,004966.jpg,512,512,0.98609,0.98417,80.64,⚠️  MILD,mild
004967,004967.jpg,512,512,0.99518,0.96273,10.31,⚠️  MILD,mild
004970,004970.jpg,512,512,0.99401,0.95128,10.5,⚠️  MILD,mild
004974,004974.jpg,512,512,0.99124,0.93813,11.08,⚠️  MILD,mild
004977,004977.jpg,512,512,0.99344,0.94472,10.25,⚠️  MILD,mild
004978,004978.jpg,512,512,0.99066,0.91433,9.89,🔶 MODERATE,moderate
004979,004979.jpg,512,512,0.99624,0.97413,10.74,⚠️  MILD,mild
004982,004982.jpg,512,512,0.99388,0.96245,11.51,⚠️  MILD,mild
004984,004984.jpg,512,512,0.9969,0.97502,9.17,⚠️  MILD,mild
004986,004986.jpg,512,512,0.99342,0.95093,11.48,⚠️  MILD,mild
004987,004987.jpg,512,512,0.9952,0.96089,10.28,⚠️  MILD,mild
004994,004994.jpg,512,512,0.995,0.96381,11.82,⚠️  MILD,mild
004996,004996.jpg,512,512,0.99123,0.92473,9.3,⚠️  MILD,mild
004998,004998.jpg,512,512,0.99541,0.95643,8.51,⚠️  MILD,mild
004999,004999.jpg,512,512,0.99684,0.97351,5.33,⚠️  MILD,mild
005000,005000.jpg,512,512,0.98984,0.9136,10.63,🔶 MODERATE,moderate
005001,005001.jpg,512,512,0.99344,0.95152,10.88,⚠️  MILD,mild
005003,005003.jpg,512,512,0.98937,0.92321,11.32,⚠️  MILD,mild
005004,005004.jpg,512,512,0.99422,0.94876,9.83,⚠️  MILD,mild
005005,005005.jpg,512,512,0.99728,0.98042,8.13,✅ NEGLIGIBLE,negligible
005006,005006.jpg,512,512,0.99237,0.93826,10.56,⚠️  MILD,mild
005012,005012.jpg,512,512,0.99071,0.92957,11.78,⚠️  MILD,mild
005013,005013.jpg,512,512,0.99144,0.93867,12.01,⚠️  MILD,mild
005017,005017.jpg,512,512,0.99355,0.95571,10.98,⚠️  MILD,mild
005019,005019.jpg,512,512,0.99417,0.94389,9.07,⚠️  MILD,mild
005020,005020.jpg,512,512,0.98966,0.92576,12.4,⚠️  MILD,mild
005022,005022.jpg,512,512,0.99649,0.9666,8.27,⚠️  MILD,mild
005023,005023.jpg,512,512,0.99557,0.96999,11.32,⚠️  MILD,mild
005024,005024.jpg,512,512,0.98723,0.91239,12.78,🔶 MODERATE,moderate
005026,005026.jpg,512,512,0.99215,0.93753,10.79,⚠️  MILD,mild
005028,005028.jpg,512,512,0.99806,0.98656,8.62,✅ NEGLIGIBLE,negligible
005030,005030.jpg,512,512,0.99507,0.961,10.55,⚠️  MILD,mild
005032,005032.jpg,512,512,0.99554,0.96559,10.65,⚠️  MILD,mild
005033,005033.jpg,512,512,0.99147,0.93404,10.04,⚠️  MILD,mild
005035,005035.jpg,512,512,0.99334,0.95289,10.27,⚠️  MILD,mild
