base_name,original_filename,img_h,img_w,ssim_whole,ssim_edit_region,edit_region_pct,ssim_level,ssim_tier
15a5c16e-d288-495b-9b39-f49bef1a5e2c_1,15a5c16e-d288-495b-9b39-f49bef1a5e2c_1.jpg,512,423,0.99089,0.93146,12.23,⚠️  MILD,mild
15afc767-9123-4e76-853e-4e8f4c38ebd5_5,15afc767-9123-4e76-853e-4e8f4c38ebd5_5.jpg,512,374,0.98841,0.88011,9.54,🔶 MODERATE,moderate
15b4a4d4-1bf0-4b80-9f1b-3055e38961d2_1,15b4a4d4-1bf0-4b80-9f1b-3055e38961d2.jpg_1.jpg,512,366,0.99151,0.91532,8.65,🔶 MODERATE,moderate
15b6129d-3c13-415a-9a07-9004821ec5a0_0,15b6129d-3c13-415a-9a07-9004821ec5a0.jpg_0.jpg,317,265,0.99054,0.95232,17.46,⚠️  MILD,mild
15c6503c-8a38-41e4-bc5c-003dd0c13d09_0,15c6503c-8a38-41e4-bc5c-003dd0c13d09.jpg_0.jpg,512,366,0.99346,0.94198,10.36,⚠️  MILD,mild
15d207b8-9cc7-43e2-8375-89fb6b336c4a_0,15d207b8-9cc7-43e2-8375-89fb6b336c4a.jpg_0.jpg,512,360,0.99295,0.96281,14.6,⚠️  MILD,mild
15df5cf7-a79f-40c4-85ec-309bfd822043_0,15df5cf7-a79f-40c4-85ec-309bfd822043.jpg_0.jpg,511,442,0.99533,0.95337,6.29,⚠️  MILD,mild
15e29441-9fff-4734-94ff-ee2a9f6851d4_1,15e29441-9fff-4734-94ff-ee2a9f6851d4.jpg_1.jpg,512,402,0.98714,0.89088,10.22,🔶 MODERATE,moderate
15e3ac61-5182-4267-8014-2d072dfb6fc8_0,15e3ac61-5182-4267-8014-2d072dfb6fc8_0.jpg,512,386,0.97847,0.82023,11.52,🔴 SIGNIFICANT,significant
15e5ab7f-552f-441f-8325-01b81ee82055_0,15e5ab7f-552f-441f-8325-01b81ee82055.jpg_0.jpg,512,400,0.98804,0.90409,10.7,🔶 MODERATE,moderate
15fecb73-e371-40e7-9f9b-a93f9c8c8b0f_0,15fecb73-e371-40e7-9f9b-a93f9c8c8b0f_0.jpg,512,326,0.9924,0.89418,6.74,🔶 MODERATE,moderate
15ff00ea-1aa7-4871-a9a8-8359d541da61_1,15ff00ea-1aa7-4871-a9a8-8359d541da61.jpg_1.jpg,512,322,0.9944,0.94049,7.8,⚠️  MILD,mild
16098e8f-318d-42df-a115-1ccc81fc9a90_0,16098e8f-318d-42df-a115-1ccc81fc9a90.jpg_0.jpg,491,450,0.99825,0.97783,7.44,⚠️  MILD,mild
160e9751-47c7-4b0c-ad9d-dbacd1e8211b_0,160e9751-47c7-4b0c-ad9d-dbacd1e8211b.jpg_0.jpg,512,409,0.9953,0.94174,6.45,⚠️  MILD,mild
1610d001-2573-4fe9-9a46-6571f264590b_0,1610d001-2573-4fe9-9a46-6571f264590b_0.jpg,512,456,0.98891,0.87084,8.21,🔴 SIGNIFICANT,significant
16165b75-7aef-4dc8-b105-1d0673fab6d1_0,16165b75-7aef-4dc8-b105-1d0673fab6d1_0.jpg,512,369,0.98772,0.91269,13.39,🔶 MODERATE,moderate
1624af00-cf27-4e30-aa63-3605c067c080_0,1624af00-cf27-4e30-aa63-3605c067c080_0.jpg,512,385,0.98966,0.91003,11.01,🔶 MODERATE,moderate
1626a120-bd85-4483-ada9-597bce99629d_0,1626a120-bd85-4483-ada9-597bce99629d.jpg_0.jpg,512,407,0.99365,0.91747,6.29,🔶 MODERATE,moderate
1634aa55-5a1b-466a-b69d-79f5585ed654_1,1634aa55-5a1b-466a-b69d-79f5585ed654.jpg_1.jpg,512,384,0.99673,0.97746,10.0,⚠️  MILD,mild
165d3d2d-3ae5-4dcf-a7b7-a6e3c404a501_2,165d3d2d-3ae5-4dcf-a7b7-a6e3c404a501_2.jpg,512,354,0.99797,0.95607,4.06,⚠️  MILD,mild
167154f5-5ff8-4b03-85c9-276c1727c156_0,167154f5-5ff8-4b03-85c9-276c1727c156.jpg_0.jpg,512,358,0.9976,0.9705,7.48,⚠️  MILD,mild
16736dd0-25b3-49a7-96c8-1bbd757da80b_0,16736dd0-25b3-49a7-96c8-1bbd757da80b_0.jpg,512,356,0.98639,0.89275,12.17,🔶 MODERATE,moderate
1681fd19-a6bf-42ea-b512-9225e964f3f4_0,1681fd19-a6bf-42ea-b512-9225e964f3f4.jpg_0.jpg,512,375,0.9892,0.87222,7.7,🔴 SIGNIFICANT,significant
168a563f-b1d8-4276-a898-5e8f098e00d4_0,168a563f-b1d8-4276-a898-5e8f098e00d4.jpg_0.jpg,510,366,0.99113,0.91161,8.99,🔶 MODERATE,moderate
16ab23bb-d496-4fad-ab61-4e21bcc644f7_1,16ab23bb-d496-4fad-ab61-4e21bcc644f7_1.jpg,512,391,0.99088,0.93013,11.92,⚠️  MILD,mild
16af87f0-a77c-482a-a56c-bb9202b9d6e7_3,16af87f0-a77c-482a-a56c-bb9202b9d6e7_3.jpg,512,413,0.9939,0.95695,13.14,⚠️  MILD,mild
16b49ef1-5cc7-428a-8417-6a708a2ee984_0,16b49ef1-5cc7-428a-8417-6a708a2ee984_0.jpg,512,385,0.9876,0.89981,11.67,🔶 MODERATE,moderate
16c02863-3a20-43f7-8da1-e7d8cc92a5bf_0,16c02863-3a20-43f7-8da1-e7d8cc92a5bf.jpg_0.jpg,512,391,0.99371,0.94635,9.61,⚠️  MILD,mild
16ccb990-f8f4-4a8c-a55c-368db5bb66d7_0,16ccb990-f8f4-4a8c-a55c-368db5bb66d7_0.jpg,512,379,0.99548,0.95701,9.65,⚠️  MILD,mild
16d5e12b-dfe7-4a0a-9626-429970ab6c6f_0,16d5e12b-dfe7-4a0a-9626-429970ab6c6f_0.jpg,512,406,0.99003,0.89995,9.49,🔶 MODERATE,moderate
16dfc545-d278-469e-86e5-f258dded5fca_1,16dfc545-d278-469e-86e5-f258dded5fca.jpg_1.jpg,472,333,0.99295,0.93366,8.99,⚠️  MILD,mild
16e548d6-f61c-467f-8aeb-69bf0bee4d33_0,16e548d6-f61c-467f-8aeb-69bf0bee4d33_0.jpg,512,354,0.98879,0.90492,11.27,🔶 MODERATE,moderate
16e70007-6ee9-4fe1-b854-de1f4d6735b3_3,16e70007-6ee9-4fe1-b854-de1f4d6735b3.jpg_3.jpg,512,382,0.98637,0.84951,7.97,🔴 SIGNIFICANT,significant
16f7ffab-2551-454a-bfef-d8e727d5ebb8_0,16f7ffab-2551-454a-bfef-d8e727d5ebb8.jpg_0.jpg,511,373,0.99748,0.95278,4.44,⚠️  MILD,mild
1708e39a-0b9a-4cb7-bea0-5aaeaaa2e482_0,1708e39a-0b9a-4cb7-bea0-5aaeaaa2e482_0.jpg,512,367,0.99212,0.92667,10.24,⚠️  MILD,mild
17096b6f-cec6-47d7-b08c-507709c2973d_1,17096b6f-cec6-47d7-b08c-507709c2973d_1.jpg,512,356,0.99173,0.94222,13.63,⚠️  MILD,mild
170d2eb2-f3b9-4167-8d89-4fb9b741f6d5_0,170d2eb2-f3b9-4167-8d89-4fb9b741f6d5.jpg_0.jpg,512,374,0.99338,0.9004,5.6,🔶 MODERATE,moderate
1724f17b-7476-455a-a58c-0f41233d5b27_0,1724f17b-7476-455a-a58c-0f41233d5b27.jpg_0.jpg,512,356,0.99358,0.92824,7.72,⚠️  MILD,mild
1727899a-7781-4b01-955f-fe2630a067d6_0,1727899a-7781-4b01-955f-fe2630a067d6.jpg_0.jpg,512,360,0.99466,0.9332,7.55,⚠️  MILD,mild
17379de8-a952-4a64-9abf-16e74fa64925_1,17379de8-a952-4a64-9abf-16e74fa64925_1.jpg,512,390,0.98432,0.86239,10.7,🔴 SIGNIFICANT,significant
1739482b-7071-4f57-b069-fd83dd28b392_0,1739482b-7071-4f57-b069-fd83dd28b392.jpg_0.jpg,511,395,0.99765,0.97329,8.22,⚠️  MILD,mild
1739bc62-9404-455e-8da1-497f8f5beb70_0,1739bc62-9404-455e-8da1-497f8f5beb70_0.jpg,512,431,0.97389,0.79152,12.1,🔴 SIGNIFICANT,significant
1748ae48-48c0-4844-b346-b73d4e6ac6c1_0,1748ae48-48c0-4844-b346-b73d4e6ac6c1.jpg_0.jpg,512,377,0.99685,0.96402,7.15,⚠️  MILD,mild
178e0c13-5c08-4377-adbc-b5ec2e3ce409_0,178e0c13-5c08-4377-adbc-b5ec2e3ce409.jpg_0.jpg,512,411,0.9897,0.89002,7.8,🔶 MODERATE,moderate
1796fbb6-0ba6-4249-821b-eb9fac1e86d9_0,1796fbb6-0ba6-4249-821b-eb9fac1e86d9_0.jpg,512,389,0.99222,0.94233,12.75,⚠️  MILD,mild
17a17c0c-57bb-44d2-8a48-853e12dd7220_0,17a17c0c-57bb-44d2-8a48-853e12dd7220_0.jpg,511,360,0.98278,0.83773,10.12,🔴 SIGNIFICANT,significant
17a4021f-ff77-49da-9579-be5ceec01e84_0,17a4021f-ff77-49da-9579-be5ceec01e84_0.jpg,512,316,0.99716,0.96942,8.48,⚠️  MILD,mild
17ad4d3e-a390-49f6-b4b1-cf782261ebfd_0,17ad4d3e-a390-49f6-b4b1-cf782261ebfd_0.jpg,511,366,0.98659,0.89976,12.71,🔶 MODERATE,moderate
17b49b1c-6f44-477f-9d09-4847de7506d4_0,17b49b1c-6f44-477f-9d09-4847de7506d4.jpg_0.jpg,512,383,0.99458,0.93378,6.53,⚠️  MILD,mild
17cab228-f4c2-4120-9acb-c43be88d4c16_0,17cab228-f4c2-4120-9acb-c43be88d4c16_0.jpg,512,342,0.99369,0.92919,8.42,⚠️  MILD,mild
17d00b36-08a2-4353-a3ea-d50aa99796b3_0,17d00b36-08a2-4353-a3ea-d50aa99796b3.jpg_0.jpg,512,400,0.99304,0.93046,8.58,⚠️  MILD,mild
17da532d-7c7e-4ba3-8c31-5e0f86c12689_0,17da532d-7c7e-4ba3-8c31-5e0f86c12689_0.jpg,511,349,0.99028,0.90944,10.14,🔶 MODERATE,moderate
17e1eeea-6850-442a-85d7-80b87f6f3e68_0,17e1eeea-6850-442a-85d7-80b87f6f3e68_0.jpg,512,391,0.98824,0.87677,8.94,🔴 SIGNIFICANT,significant
17f451c8-c1c6-4d00-a2b0-7af2a88dcf22_0,17f451c8-c1c6-4d00-a2b0-7af2a88dcf22_0.jpg,512,310,0.98638,0.88435,11.18,🔶 MODERATE,moderate
17fb2855-0550-4df0-b4cb-71bf3ca0f219_0,17fb2855-0550-4df0-b4cb-71bf3ca0f219.jpg_0.jpg,512,408,0.99128,0.89319,7.09,🔶 MODERATE,moderate
180ccec3-71bc-451f-abd8-8ce1735b95ea_1,180ccec3-71bc-451f-abd8-8ce1735b95ea.jpg_1.jpg,512,369,0.99303,0.91935,6.96,🔶 MODERATE,moderate
1811d332-751a-4c86-9bfc-87c9c1b547f0_0,1811d332-751a-4c86-9bfc-87c9c1b547f0.jpg_0.jpg,512,435,0.99265,0.89862,6.05,🔶 MODERATE,moderate
181c3d27-5918-4d91-b698-fa24445f2c2f_1,181c3d27-5918-4d91-b698-fa24445f2c2f_1.jpg,512,331,0.98561,0.88213,11.93,🔶 MODERATE,moderate
18213809-b215-4aa0-9023-172bac3aff54_1,18213809-b215-4aa0-9023-172bac3aff54.jpg_1.jpg,512,363,0.99512,0.92593,5.98,⚠️  MILD,mild
1827da19-2958-4f85-bb54-27b630d38ea6_0,1827da19-2958-4f85-bb54-27b630d38ea6.jpg_0.jpg,512,421,0.99362,0.93133,7.79,⚠️  MILD,mild
1829fa2f-115c-4674-bd54-32470ea370d7_1,1829fa2f-115c-4674-bd54-32470ea370d7.jpg_1.jpg,512,393,0.9926,0.89771,6.02,🔶 MODERATE,moderate
182db0aa-4f17-46d5-baed-d2f01fdeeff3_1,182db0aa-4f17-46d5-baed-d2f01fdeeff3.jpg_1.jpg,512,380,0.99433,0.91569,5.56,🔶 MODERATE,moderate
182dd28f-f524-4d32-85e9-6cdde5fcb53b_0,182dd28f-f524-4d32-85e9-6cdde5fcb53b_0.jpg,512,349,0.98825,0.89956,11.22,🔶 MODERATE,moderate
183899f2-458b-4eb5-a88a-d196f89ee630_0,183899f2-458b-4eb5-a88a-d196f89ee630.jpg_0.jpg,512,365,0.99615,0.94739,6.77,⚠️  MILD,mild
183feaed-95a8-4486-9497-08c27ca14aec_0,183feaed-95a8-4486-9497-08c27ca14aec.jpg_0.jpg,512,363,0.9951,0.93801,6.16,⚠️  MILD,mild
18453cfe-9cfc-4b37-b4f6-0ef7eb8ff2aa_1,18453cfe-9cfc-4b37-b4f6-0ef7eb8ff2aa.jpg_1.jpg,512,415,0.99519,0.92632,6.08,⚠️  MILD,mild
184f505a-57c1-4ce4-b293-e7143ea131ff_0,184f505a-57c1-4ce4-b293-e7143ea131ff_0.jpg,511,380,0.99249,0.93852,11.55,⚠️  MILD,mild
18530478-4a64-4be4-b5c8-61da4a4b3270_0,18530478-4a64-4be4-b5c8-61da4a4b3270.jpg_0.jpg,512,372,0.99659,0.95073,6.51,⚠️  MILD,mild
18634996-62e4-4126-9030-5cc4ab3e841f_0,18634996-62e4-4126-9030-5cc4ab3e841f.jpg_0.jpg,512,381,0.99511,0.94502,8.51,⚠️  MILD,mild
187cb89e-5337-446d-9066-06ff1c77b8b2_0,187cb89e-5337-446d-9066-06ff1c77b8b2_0.jpg,511,386,0.9788,0.84046,12.84,🔴 SIGNIFICANT,significant
188971a2-8768-42d5-877a-f64b2f80c177_0,188971a2-8768-42d5-877a-f64b2f80c177.jpg_0.jpg,512,400,0.99508,0.93048,6.69,⚠️  MILD,mild
18a4231f-4561-4763-ac81-9f58ac003d01_0,18a4231f-4561-4763-ac81-9f58ac003d01_0.jpg,512,372,0.99469,0.94714,9.4,⚠️  MILD,mild
18a9359b-ad1a-415d-bf48-e1da5693ed50_1,18a9359b-ad1a-415d-bf48-e1da5693ed50.jpg_1.jpg,512,404,0.99033,0.92462,10.79,⚠️  MILD,mild
18bf5236-28ad-4fae-822b-8b43b50a92eb_0,18bf5236-28ad-4fae-822b-8b43b50a92eb.jpg_0.jpg,512,408,0.99242,0.91862,8.13,🔶 MODERATE,moderate
18c4a4f0-2475-4490-a373-aa0f1a99b571_0,18c4a4f0-2475-4490-a373-aa0f1a99b571.jpg_0.jpg,512,426,0.99446,0.93979,7.05,⚠️  MILD,mild
18cbf641-7464-4615-a226-27538b0f21a2_0,18cbf641-7464-4615-a226-27538b0f21a2_0.jpg,512,357,0.99984,1.0,0.0,✅ NEGLIGIBLE,negligible
18d4b186-4016-47ad-9223-3a24202b3ca0_0,18d4b186-4016-47ad-9223-3a24202b3ca0.jpg_0.jpg,512,421,0.99166,0.92423,9.4,⚠️  MILD,mild
18ea8689-697f-4ef5-b922-9299ca2ab2fd_0,18ea8689-697f-4ef5-b922-9299ca2ab2fd.jpg_0.jpg,512,379,0.99104,0.92792,10.97,⚠️  MILD,mild
18ec7af2-d873-4c72-a5c9-ef371ab5afa6_0,18ec7af2-d873-4c72-a5c9-ef371ab5afa6_0.jpg,512,382,0.98967,0.91846,12.0,🔶 MODERATE,moderate
18f7f3d2-2e5d-4975-921c-67c5e4c6e67d_0,18f7f3d2-2e5d-4975-921c-67c5e4c6e67d.jpg_0.jpg,512,351,0.99746,0.95438,4.17,⚠️  MILD,mild
19032559-f18d-4907-9cab-4daaa8c3daac_0,19032559-f18d-4907-9cab-4daaa8c3daac.jpg_0.jpg,512,433,0.99555,0.95021,8.23,⚠️  MILD,mild
19137865-ea2f-4642-a388-82b4695b06fb_0,19137865-ea2f-4642-a388-82b4695b06fb.jpg_0.jpg,511,388,0.99805,0.9681,5.39,⚠️  MILD,mild
1915851a-3159-4bcc-9b07-5fbf35c85497_0,1915851a-3159-4bcc-9b07-5fbf35c85497.jpg_0.jpg,512,380,0.99767,0.97099,6.91,⚠️  MILD,mild
192da33c-80c4-48c7-b015-e7a1c26f937b_1,192da33c-80c4-48c7-b015-e7a1c26f937b.jpg_1.jpg,512,437,0.99836,0.98278,4.25,✅ NEGLIGIBLE,negligible
1930c15f-102f-4be9-a603-9ea83987ec2d_0,1930c15f-102f-4be9-a603-9ea83987ec2d_0.jpg,512,348,0.99206,0.92722,10.26,⚠️  MILD,mild
193b5161-2ee3-40d6-928b-15c7cd52b476_0,193b5161-2ee3-40d6-928b-15c7cd52b476.jpg_0.jpg,511,381,0.99088,0.92383,10.58,⚠️  MILD,mild
19444e59-7eb9-4a78-953e-f4e521345e2b_0,19444e59-7eb9-4a78-953e-f4e521345e2b.jpg_0.jpg,512,419,0.99547,0.95053,7.84,⚠️  MILD,mild
194d712c-ee2a-41f4-9c11-cf103f8b2d40_1,194d712c-ee2a-41f4-9c11-cf103f8b2d40.jpg_1.jpg,506,383,0.99039,0.90353,8.97,🔶 MODERATE,moderate
194e0418-54e4-4861-bcd4-8aff436e8a14_0,194e0418-54e4-4861-bcd4-8aff436e8a14.jpg_0.jpg,512,380,0.99409,0.9075,5.1,🔶 MODERATE,moderate
194e8932-2db4-4d6a-a783-0f9928370731_0,194e8932-2db4-4d6a-a783-0f9928370731.jpg_0.jpg,512,372,0.99405,0.94325,8.61,⚠️  MILD,mild
1952f7e5-9124-4b0e-8cc1-99b816685fa7_0,1952f7e5-9124-4b0e-8cc1-99b816685fa7.jpg_0.jpg,512,402,0.99288,0.92743,8.4,⚠️  MILD,mild
1955460c-3805-4d99-8280-8bd23ba696d8_4,1955460c-3805-4d99-8280-8bd23ba696d8_4.jpg,512,340,0.99268,0.94503,12.5,⚠️  MILD,mild
1958a8de-fdd0-4ce4-80de-6bbe136e2ab2_0,1958a8de-fdd0-4ce4-80de-6bbe136e2ab2.jpg_0.jpg,512,383,0.99278,0.91155,7.2,🔶 MODERATE,moderate
195c82c0-e378-441b-929e-9159004b3868_0,195c82c0-e378-441b-929e-9159004b3868.jpg_0.jpg,512,355,0.98993,0.90308,9.22,🔶 MODERATE,moderate
1967dd20-c2ac-449b-b4c6-24de732f4b13_0,1967dd20-c2ac-449b-b4c6-24de732f4b13.jpg_0.jpg,512,417,0.99055,0.86331,6.2,🔴 SIGNIFICANT,significant
196a30c9-f161-42f6-bfc7-7ab19f17cb2e_0,196a30c9-f161-42f6-bfc7-7ab19f17cb2e_0.jpg,512,496,0.99323,0.90868,6.89,🔶 MODERATE,moderate
196ed5a4-2d65-4dfc-add3-bbdb9313c2e0_0,196ed5a4-2d65-4dfc-add3-bbdb9313c2e0.jpg_0.jpg,512,402,0.99896,0.99366,3.01,✅ NEGLIGIBLE,negligible
1974f2e0-86b0-4e2b-8a74-e3a325fee7cb_1,1974f2e0-86b0-4e2b-8a74-e3a325fee7cb.jpg_1.jpg,512,416,0.98855,0.9031,10.65,🔶 MODERATE,moderate
19755893-35e8-4962-ad82-4c5278c4c8f9_2,19755893-35e8-4962-ad82-4c5278c4c8f9_2.jpg,512,485,0.98252,0.89286,15.69,🔶 MODERATE,moderate
1989ae16-b6cd-4bc6-94d1-3283ba258b34_0,1989ae16-b6cd-4bc6-94d1-3283ba258b34_0.jpg,512,349,0.99142,0.91968,9.87,🔶 MODERATE,moderate
198c9829-0438-4937-b668-28cfd5bc61cf_3,198c9829-0438-4937-b668-28cfd5bc61cf_3.jpg,512,399,0.99499,0.95857,11.2,⚠️  MILD,mild
198ee9fd-429e-4b15-b58a-5b709a967928_0,198ee9fd-429e-4b15-b58a-5b709a967928_0.jpg,512,389,0.97473,0.82771,14.14,🔴 SIGNIFICANT,significant
1992770d-70f4-410e-aa22-a8904566067f_0,1992770d-70f4-410e-aa22-a8904566067f_0.jpg,511,376,0.99244,0.93605,11.29,⚠️  MILD,mild
19a36780-496c-408b-a8fd-b4f870562bda_0,19a36780-496c-408b-a8fd-b4f870562bda.jpg_0.jpg,512,364,0.98988,0.90578,9.33,🔶 MODERATE,moderate
19a82a9a-9c18-4ede-ba0f-bcdb52991228_0,19a82a9a-9c18-4ede-ba0f-bcdb52991228_0.jpg,512,374,0.98575,0.89023,12.37,🔶 MODERATE,moderate
19aeb5e8-a0d5-4127-b225-1101eb5d3230_2,19aeb5e8-a0d5-4127-b225-1101eb5d3230.jpg_2.jpg,267,266,0.98965,0.92931,12.61,⚠️  MILD,mild
19b22284-aa19-4a92-9829-b465a7521782_0,19b22284-aa19-4a92-9829-b465a7521782_0.jpg,512,356,0.99693,0.95727,6.35,⚠️  MILD,mild
19b39bc8-8a5a-43ab-a557-1fa82e1e70ba_0,19b39bc8-8a5a-43ab-a557-1fa82e1e70ba.jpg_0.jpg,512,412,0.99044,0.93117,11.6,⚠️  MILD,mild
19b39bc8-8a5a-43ab-a557-1fa82e1e70ba_2,19b39bc8-8a5a-43ab-a557-1fa82e1e70ba.jpg_2.jpg,512,357,0.98862,0.90354,10.03,🔶 MODERATE,moderate
19bc3105-177d-48d8-ae7c-0d18dd889dc1_0,19bc3105-177d-48d8-ae7c-0d18dd889dc1.jpg_0.jpg,512,350,0.98998,0.92582,12.05,⚠️  MILD,mild
19bef6a2-d311-4ba4-9802-4c77c96cd849_0,19bef6a2-d311-4ba4-9802-4c77c96cd849.jpg_0.jpg,512,362,0.99493,0.95628,9.75,⚠️  MILD,mild
19d19088-3465-4d1c-9d17-d7e678a629c8_0,19d19088-3465-4d1c-9d17-d7e678a629c8.jpg_0.jpg,512,370,0.99711,0.97187,7.81,⚠️  MILD,mild
19d421e4-f4da-40ab-8856-d44ffcc437c1_0,19d421e4-f4da-40ab-8856-d44ffcc437c1_0.jpg,512,325,0.99662,0.9565,6.96,⚠️  MILD,mild
19d77dd5-8c15-4471-b924-bb5620e0a2b6_0,19d77dd5-8c15-4471-b924-bb5620e0a2b6.jpg_0.jpg,512,375,0.99249,0.93153,9.09,⚠️  MILD,mild
19d94ecc-f5ae-415e-ba3a-40780e3a7abd_1,19d94ecc-f5ae-415e-ba3a-40780e3a7abd_1.jpg,512,316,0.99471,0.95534,10.8,⚠️  MILD,mild
19d9c3b0-2d30-4b12-baaa-9555a230c743_0,19d9c3b0-2d30-4b12-baaa-9555a230c743.jpg_0.jpg,512,405,0.99478,0.93247,6.52,⚠️  MILD,mild
19d9e1a7-6240-42a4-8503-419ca936043c_0,19d9e1a7-6240-42a4-8503-419ca936043c_0.jpg,512,357,0.99282,0.93302,10.22,⚠️  MILD,mild
19e26177-4cc6-46a2-92a9-f450a86ab8e3_0,19e26177-4cc6-46a2-92a9-f450a86ab8e3.jpg_0.jpg,512,345,0.99375,0.93863,9.02,⚠️  MILD,mild
1a10d098-0291-449a-bfd7-f506592792a2_1,1a10d098-0291-449a-bfd7-f506592792a2_1.jpg,511,335,0.99218,0.94257,12.85,⚠️  MILD,mild
1a1f7e71-a3df-4a4b-97b8-7c7b5f4039df_0,1a1f7e71-a3df-4a4b-97b8-7c7b5f4039df_0.jpg,512,393,0.99716,0.96797,7.91,⚠️  MILD,mild
1a207ee4-b943-4804-a5fc-fba36bc549a2_0,1a207ee4-b943-4804-a5fc-fba36bc549a2.jpg_0.jpg,512,346,0.99656,0.96859,8.73,⚠️  MILD,mild
1a25f1de-ef8a-4bcb-9fd6-d1627575293d_0,1a25f1de-ef8a-4bcb-9fd6-d1627575293d_0.jpg,512,377,0.98853,0.88781,9.51,🔶 MODERATE,moderate
1a2b7693-94ca-4ebd-92f3-b792b2f8834c_0,1a2b7693-94ca-4ebd-92f3-b792b2f8834c_0.jpg,512,363,0.99021,0.89504,8.93,🔶 MODERATE,moderate
1a38410a-fd2e-49db-8cf4-f19f3f79a375_0,1a38410a-fd2e-49db-8cf4-f19f3f79a375.jpg_0.jpg,512,358,0.98692,0.88246,10.38,🔶 MODERATE,moderate
1a39b852-1c75-4825-b30e-dc51ec2fe2df_1,1a39b852-1c75-4825-b30e-dc51ec2fe2df_1.jpg,512,353,0.98406,0.87317,12.06,🔴 SIGNIFICANT,significant
1a4182bd-5e5f-404b-bdc6-397ade4e3a21_0,1a4182bd-5e5f-404b-bdc6-397ade4e3a21_0.jpg,512,397,0.99872,0.98077,5.19,✅ NEGLIGIBLE,negligible
1a464b93-d91f-4445-b5a5-4e2d94fbe4ec_0,1a464b93-d91f-4445-b5a5-4e2d94fbe4ec.jpg_0.jpg,512,355,0.99656,0.97227,7.74,⚠️  MILD,mild
1a4a73a4-78af-4f2b-895f-5eb337aeacb4_2,1a4a73a4-78af-4f2b-895f-5eb337aeacb4.jpg_2.jpg,512,382,0.993,0.94762,9.3,⚠️  MILD,mild
1a4bbade-1fae-401b-a3c5-7a5e3ef6a839_0,1a4bbade-1fae-401b-a3c5-7a5e3ef6a839.jpg_0.jpg,512,397,0.99629,0.96399,7.57,⚠️  MILD,mild
1a4bc075-9837-4f51-9ef1-3385b0948c59_0,1a4bc075-9837-4f51-9ef1-3385b0948c59.jpg_0.jpg,512,357,0.99426,0.92728,6.99,⚠️  MILD,mild
1a56191b-733b-4064-a8e1-21b2e66d9546_0,1a56191b-733b-4064-a8e1-21b2e66d9546_0.jpg,512,353,0.99697,0.95164,5.61,⚠️  MILD,mild
1a61e5e0-f3f6-4f93-a337-1346eb54bb18_0,1a61e5e0-f3f6-4f93-a337-1346eb54bb18.jpg_0.jpg,511,388,0.99464,0.94614,8.54,⚠️  MILD,mild
1a676794-a6f8-47d3-a0e6-21953c29c8f9_0,1a676794-a6f8-47d3-a0e6-21953c29c8f9.jpg_0.jpg,512,364,0.99307,0.92711,8.14,⚠️  MILD,mild
1a74f6a2-d5c6-4b04-a5ef-467e4eab069d_0,1a74f6a2-d5c6-4b04-a5ef-467e4eab069d.jpg_0.jpg,512,384,0.98967,0.90251,9.12,🔶 MODERATE,moderate
1a771052-9956-47e9-ac3a-0f0c8a7d2e31_0,1a771052-9956-47e9-ac3a-0f0c8a7d2e31.jpg_0.jpg,512,420,0.9916,0.90801,7.98,🔶 MODERATE,moderate
1a796baf-8513-4fe8-b286-0aecfb2eb591_0,1a796baf-8513-4fe8-b286-0aecfb2eb591_0.jpg,512,327,0.99261,0.94084,11.87,⚠️  MILD,mild
1a81282f-ff64-4281-a760-0c59604c07a1_2,1a81282f-ff64-4281-a760-0c59604c07a1_2.jpg,512,394,0.99193,0.87043,5.82,🔴 SIGNIFICANT,significant
1a8985e7-fd85-4818-a61b-aa26a8e7617a_0,1a8985e7-fd85-4818-a61b-aa26a8e7617a_0.jpg,512,357,0.99529,0.92946,6.27,⚠️  MILD,mild
1aa459b2-8ddd-4cf0-998b-d5a67b12bbc1_0,1aa459b2-8ddd-4cf0-998b-d5a67b12bbc1_0.jpg,512,403,0.99181,0.8696,5.95,🔴 SIGNIFICANT,significant
1aab46ae-f4cb-4573-a512-67390487005b_0,1aab46ae-f4cb-4573-a512-67390487005b_0.jpg,512,431,0.99836,0.98078,6.5,✅ NEGLIGIBLE,negligible
1ab7a1c9-670e-427a-a843-e36e4c4f756a_2,1ab7a1c9-670e-427a-a843-e36e4c4f756a_2.jpg,512,424,0.99649,0.95091,6.29,⚠️  MILD,mild
1aba4a25-7c82-42fc-b553-a0de8b0a562a_0,1aba4a25-7c82-42fc-b553-a0de8b0a562a.jpg_0.jpg,512,362,0.99719,0.95281,3.88,⚠️  MILD,mild
1abdbac6-99ac-4119-98ef-0f2ef6488493_0,1abdbac6-99ac-4119-98ef-0f2ef6488493_0.jpg,512,373,0.99568,0.94244,7.12,⚠️  MILD,mild
1ac21056-b342-477b-a874-1899bb909f34_0,1ac21056-b342-477b-a874-1899bb909f34_0.jpg,512,395,0.98978,0.90055,9.87,🔶 MODERATE,moderate
1ac6053c-28f7-4b01-856a-7e53ad9bd194_0,1ac6053c-28f7-4b01-856a-7e53ad9bd194.jpg_0.jpg,512,395,0.99153,0.91205,8.34,🔶 MODERATE,moderate
1acf8024-b74a-4143-9736-e5b4d6422468_0,1acf8024-b74a-4143-9736-e5b4d6422468_0.jpg,512,308,0.99808,0.96681,5.19,⚠️  MILD,mild
